Country,Country_Code,Year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,Region,illiteracy_rate,literacy_rate,gdp_per_capita,world_region,avg_years_schooling,Illiteracy_%,Literacy_Gender_Gap,GDP_per_Schooling_Year,Education_Index,Youth_Literacy_Average,Literacy_Growth_Rate
Bolivia,BOL,2005.0,78.6647677888707,99.3,98.4,South America,21.323384163270195,78.67661578438866,8020.6357,South America,8.77,21.323384163270195,0.8999999999999915,914.5536716077537,43.72330789219433,98.85,0.0
Bolivia,BOL,2006.0,78.6647677888707,99.4,97.4,South America,21.323384163270195,78.67661578438866,8263.319,South America,3.81328678151149,21.323384163270195,2.0,2166.9807369496166,41.244951282950076,98.4,0.0
Bolivia,BOL,2007.0,90.29,99.75,99.14,South America,9.709999,90.29,8493.948,South America,3.81328678151149,9.709999,0.6099999999999994,2227.461108139686,47.05164339075575,99.445,11.613384215611347
Bolivia,BOL,2008.0,90.7,99.39,98.88,South America,9.300003,90.7,8865.272,South America,3.81328678151149,9.300003,0.5100000000000051,2324.837471700996,47.25664339075575,99.13499999999999,0.4099999999999966
Bolivia,BOL,2009.0,91.17,99.69,99.08,South America,8.830002,91.17,9011.557,South America,3.81328678151149,8.830002,0.6099999999999994,2363.1993910586625,47.49164339075575,99.38499999999999,0.46999999999999886
Bolivia,BOL,2011.0,92.23,99.25,98.77,South America,7.7699966,92.23,9554.445,South America,3.81328678151149,7.7699966,0.480000000000004,2505.566863296041,48.02164339075575,99.00999999999999,1.0600000000000023
Bolivia,BOL,2012.0,94.46,99.16,98.83,South America,5.540001,94.46,9884.462,South America,3.81328678151149,5.540001,0.3299999999999983,2592.1108393746485,49.136643390755744,98.995,2.2299999999999898
Bolivia,BOL,2013.0,78.6647677888707,99.5,99.2,South America,21.323384163270195,78.67661578438866,10391.384,South America,3.81328678151149,21.323384163270195,0.29999999999999716,2725.046553115819,41.244951282950076,99.35,-15.783384215611335
Bolivia,BOL,2014.0,78.6647677888707,99.7,99.2,South America,21.323384163270195,78.67661578438866,10790.848,South America,3.81328678151149,21.323384163270195,0.5,2829.8023773923405,41.244951282950076,99.45,0.0
Bolivia,BOL,2015.0,92.46,99.39,99.4,South America,7.540001,92.46,11144.642,South America,8.62,7.540001,0.010000000000005116,1292.8819025522043,50.54,99.39500000000001,13.783384215611335
Bolivia,BOL,2016.0,78.6647677888707,99.5,99.3,South America,21.323384163270195,78.67661578438866,11448.021,South America,3.81328678151149,21.323384163270195,0.20000000000000284,3002.1400581527455,41.244951282950076,99.4,-13.783384215611335
Bolivia,BOL,2017.0,78.6647677888707,99.4,99.3,South America,21.323384163270195,78.67661578438866,11755.256,South America,3.81328678151149,21.323384163270195,0.10000000000000853,3082.709660599016,41.244951282950076,99.35,0.0
